movieId,Movie,Year,Certificate,Genre,Overview,Runtime,moviePoster
369,Quick Gun Murugun: Misadventures of an Indian Cowboy,2009,,"Action, Comedy, Drama            ",    A once-dead vegetarian cowboy is sent back to life to battle a beef-eating villain.,97,https://upload.wikimedia.org/wikipedia/en/0/08/Quick_Gun_Murugun_2009_poster.jpg
370,Adavilo Anna,1997,,"Action, Drama            ","    Adavilo Anna is a 1997 Indian Telugu film, directed by B. Gopal and Produced by Mohan Babu. The film stars Mohan Babu, Roja, Manoj Kumar Manchu and Tanikella Bharani in lead roles. The ...                See full summaryÂ Â»",150,https://i.ytimg.com/vi/S5p1wDQY9Ug/maxresdefault.jpg
371,Thamizh Padam,2010,U,Comedy            ,"    A Movie kidding about the usual scenes used in vernacular, mostly Tamil movies.",160,https://upload.wikimedia.org/wikipedia/en/4/49/Thamizh_Padam.jpg
372,Ek Niranjan,2009,A,Action            ,"    A bounty hunter searches for the family he was separated from as a child, and falls in love with the sister of a gang member.",150,https://upload.wikimedia.org/wikipedia/en/3/31/Ek_Niranjan_poster.jpg
373,Annavaram,2006,UA,"Action, Drama            ",    This is the story of a brother who wanted to give his sister the best of everything.. a pure sentiment story on family.,175,https://upload.wikimedia.org/wikipedia/en/2/29/Annavaram_film_poster.jpg
374,Bindaas,2010,,"Action, Drama, Family            ",    Ajay (Manoj Manchu) and his parents are estranged from their joint family in Rayalaseema. Ajay belongs to the family of Mahendra Naidu (Ahuti Prasad). Seshadri Naidu (Jaya Prakash Reddy) is...                See full summaryÂ Â»,143,https://upload.wikimedia.org/wikipedia/en/6/6e/Bindaas.jpg
375,Prema Katha Chitram,2013,,"Drama, Horror            ",    Three friends and a stranger go to a house and plan to commit suicide. But later they realize the house is haunted,130,https://upload.wikimedia.org/wikipedia/en/e/eb/Prema_Katha_Chithram_Poster.jpg
376,Jagadeka Veerudu Athiloka Sundari,1990,U,"Action, Comedy, Family            ",    A man finds a ring that gives the bearer great power but the goddess to whom the ring belongs wants it back.,153,https://upload.wikimedia.org/wikipedia/en/d/d8/Jagadeka_Veerudu_Athiloka_Sundari.jpg
377,Manamantha,2016,U,Drama            ,    The film narrates the life of four persons and their struggle for their survival in differnt situations..,164,https://upload.wikimedia.org/wikipedia/en/9/96/Manamantha_film_poster.jpg
378,Missamma,1955,U,"Comedy, Drama, Family            ","    Two unemployed college graduates from Madras, Rao and Mary act as if they are a married couple to get a job as school teachers in a small village called Appapuram. The story unfolds into an...                See full summaryÂ Â»",181,https://upload.wikimedia.org/wikipedia/en/7/76/Missamma_poster.jpg
379,Gaddalakonda Ganesh,2019,UA,"Action, Thriller            ","    An aspiring filmmaker who wants to direct a realistic story, stumbles upon a menacing villain and to learn the nitty-gritties of the villain's character, he puts his and his friend's life on the line.",130,https://upload.wikimedia.org/wikipedia/en/2/24/Gaddalakonda_Ganesh_poster.jpg
380,Oka Laila Kosam,2014,UA,"Comedy, Romance            ",    After his post-graduate studies Karthik takes a holiday in Europe. On his return journey he falls in love at first sight with Nandana.The rest of the movie deals with the extent to which he will go to win her heart.,150,https://upload.wikimedia.org/wikipedia/en/0/0b/Oka_Laila_Kosam.jpg
381,Venky Mama,2019,UA,"Action, Comedy, Drama            ",    A story of nephew and a son which revolves around their emotions and village drama and army based story.,149,https://upload.wikimedia.org/wikipedia/en/b/b9/Venky_Mama_Poster.jpg
382,Kick 2,2015,UA,"Action, Comedy, Romance            ","    An NRI doctor returns to India to sell his property, but winds up falling in love.",170,https://upload.wikimedia.org/wikipedia/en/6/63/Kick_2_Telugu_poster.jpg
383,Gayatri,2018,UA,"Drama, Family            ","    Sivaji, a stage artist, finds whereabouts of his daughter who disappeared two decades ago and finds out that the kidnapper, Gayatri Patel, is an exact lookalike of him.",125,https://upload.wikimedia.org/wikipedia/en/2/2a/Gayatri_%282018%29.jpg
384,180,2011,U,"Drama, Romance            ",    A young man Ajay (cancer victim) meets two lovely women Renu (wife) and Vidya (journalist) in his life.,121,https://upload.wikimedia.org/wikipedia/en/thumb/a/a9/180_poster.jpg/330px-180_poster.jpg
385,Shourya,2016,UA,"Romance, Thriller            ",    Shourya and Netra who have eloped to get married get involved in a bigger complication when one of them gets viciously attacked along their way.,124,https://upload.wikimedia.org/wikipedia/en/9/95/Shourya_2016_film_poster.jpg
386,Ashta Chamma,2008,U,Comedy            ,    Ashtachemma Lavanya (Colors Swati) is a hardcore fan of hero Mahesh Babu. And her ambition is to marry hero Mahesh. But her heart is broken when Mahesh married Namrata Sirodkar. She lowers ...                See full summaryÂ Â»,126,https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/Ashta_Chamma_Poster.JPG/330px-Ashta_Chamma_Poster.JPG
387,Sigappu Rojakkal,1978,A,"Drama, Thriller            ","    Kamal Haasan, the central character, is a man terribly soured by his unvaryingly devastating encounters with the opposite sex. He develops a pathological hatred for women and uses his charm...                See full summaryÂ Â»",129,https://upload.wikimedia.org/wikipedia/en/thumb/0/04/Sigappu_Rojakal.jpg/330px-Sigappu_Rojakal.jpg
388,LIE,2017,UA,"Action, Thriller            ","    Sathyam is hired by the National Investigation Agency to help catch Padmanabham, the master of disguise, by following a suit which he is assumed to have an obsession with.",145,https://upload.wikimedia.org/wikipedia/en/7/76/Lie_release_date_poster.jpg
389,Power,2014,A,Action            ,    Ravi Teja plays a young man desperate to become a police officer. He winds up getting embroiled in a plot to pose as his lookalike in order to re-capture an infamous criminal from rogue cops.,147,https://upload.wikimedia.org/wikipedia/en/d/d6/Power_Telugu_movie_poster.jpg
390,Dev,2019,U,"Action, Adventure, Romance            ","    Dev, a youngster from a well-to-do family, is an adventure seeker. When his friend playfully tries to set him up with Meghna, a businesswoman who has no time for love, Dev has to embark on an adventure of another kind.",157,https://upload.wikimedia.org/wikipedia/en/e/e1/Dev_2019_film_poster.jpg
391,Pataas,2015,A,"Action, Comedy            ",    A corrupt cop gets himself transferred to Hyderabad where he has a change of heart while trying to teach his estranged but dutiful father a lesson.,127,https://upload.wikimedia.org/wikipedia/en/c/c1/Pataas_Poster.jpg
392,Okkadu Migiladu,2017,UA,Action            ,    Based on events during Srilankan civil war and Tamil refugees who were lost in sea without food and water for 10 days on their way to India.,141,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6oGvPiwFSXj-_P5ECMS17yWOGBpCjQdqVJTAVtTU6s7Tn1_Y1ribyKMzrxFMRLmRve0E5n2gxfOQbl8gDam_GfAJoD2ZPTXZBxobGdnw
393,Majnu,2016,UA,"Comedy, Drama, Romance            ",    An assistant director juggles relationships with two women while he writes a romantic comedy.,138,https://upload.wikimedia.org/wikipedia/en/1/16/Majnu_%282016_film%29_poster.jpg
394,Srinivasa Kalyanam,2018,U,"Drama, Family            ","    ""Srinivasa Kalyanam"" illustrates the sacred bond with another human through nuptial rituals and the sanctity of the institution of marriage.",140,https://upload.wikimedia.org/wikipedia/en/1/1c/Srinivasa_Kalyanam_2018_film_poster.jpg
395,Luck Unnodu,2017,,Comedy            ,"    The ironically-named Lucky gets embroiled in a heist when a friend hands him a bag of cash, which was stolen from a don, who stole it from the bank, and will not rest until he recovers it.",118,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Luckunnodu.jpg/330px-Luckunnodu.jpg
396,Amma Nanna O Tamila Ammayi,2003,,"Action, Drama, Sport            ","    A former kick-boxer, after death of his wife, trains his son who hates him for boxing match for revenge on his former student.",154,https://upload.wikimedia.org/wikipedia/en/9/9d/Amma_Nanna_O_Tamila_Ammayi.jpg
397,Paayum Pul,2015,U,"Action, Thriller            ",    A cop mistakenly believes that taking out three thugs will end Madurai's crime wave.,135,https://upload.wikimedia.org/wikipedia/en/f/f9/Paayum_Puli_2015.jpg
398,Bangaram,2006,A,"Action, Drama            ","    In order to join an international news channel, a fired reporter tries to obtain his boss's signature on a character certificate but is forced by circumstances to help the latter's daughter elope from her wedding.",178,https://upload.wikimedia.org/wikipedia/en/5/5e/Bangaram_film_poster.jpg
399,Dora,2017,A,"Action, Horror, Thriller            ",    A father and a daughter purchase a used car which is possessed by an unknown dangerous spirit craving for revenge.,139,https://upload.wikimedia.org/wikipedia/en/c/c8/Nayanthara%27s_Dora_poster.jpg
400,Don Seenu,2010,,"Action, Comedy            ","    To make himself known as a gang-leader, a man must woo the sister of a dangerous gangster.",164,https://upload.wikimedia.org/wikipedia/en/8/83/Don_Seenu_Soundtrack.jpg
401,Vunnadhi Okate Zindagi,2017,U,Drama            ,    It's about friendship between 2 friends and how their life changes when a new girl comes into their life and how their friendship will be impacted upon her arrival.,152,https://upload.wikimedia.org/wikipedia/en/3/34/Vunnadhi_Okate_Zindagi.jpg
402,Krishnam vande jagadgur,2012,UA,Action            ,"    In order to fulfill his promise to his grandfather, a man acts in a play in his native village, where he stumbles upon the truth about the death of his parents.",136,https://upload.wikimedia.org/wikipedia/en/5/51/Krishnam_Vande_Jagadgurum.jpg
403,Killing Veerappan,2016,UA,"Action, Biography, Crime            ","    A master strategist is appointed following Veerappan's unabashed spate of crimes and murders. The official puts in place Operation Cocoon, which involves setting up a network of spies and informers.",151,https://upload.wikimedia.org/wikipedia/en/e/ef/Killing_Veerappan.jpg
404,Gunturodu,2017,,"Action, Comedy            ",    A man and woman meet in college and are on their way to a lifetime of happiness when their plans get hijacked.,142,https://upload.wikimedia.org/wikipedia/en/c/c4/Gunturodu_poster.jpg
405,Mr. Majnu,2019,UA,Romance            ,    A charming playboy who has never had a serious relationship finds himself in a spot of bother when he finally meets the right girl. Will they end up together? Or will his fear of commitment affect their relationship?,145,https://upload.wikimedia.org/wikipedia/en/c/cd/Mr.Majnu.jpg
406,Not Today,2013,PG-13,Drama            ,"    While on vacation with friends in Hyderabad, India, Caden Welles - a privileged young man with the world at his disposal - takes an unexpected turn in life after initially refusing to help a starving man and his daughter.",103,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCpA_rN3OeH7tKJojCflg7oKgOF6rviLNPg2lswSaafNZOwmB0af8SW6Sl61ybt9byFLu_eGcEVvS-Isu7K2UkJ1oi8E2xFi0QuBedbDs
407,Oy!,2009,,Romance            ,    Uday (Siddharth) is a rich and spoilt brat who believes in short term pleasures. Sandhya (Shamili) is a loner who lives on her own. She is a responsible girl with long term plans and strict...                See full summaryÂ Â»,166,https://upload.wikimedia.org/wikipedia/en/7/77/Oye_poster.jpg
408,Nuvve.. Nuvve...,2002,,"Drama, Romance            ",    A rich Businessman is obsessed with his daughter who falls for a poor guy.,168,https://upload.wikimedia.org/wikipedia/en/e/e1/Nuvve_Nuvve.png
409,Loukyam,2014,UA,"Action, Comedy            ",    Venky tries to right his wrongs by involving his family and also convince the girls side without getting messed up in between.,150,https://upload.wikimedia.org/wikipedia/en/9/93/Loukyam_poster.jpg
410,Swathi Muthyam,1986,U,"Drama, Family, Romance            ","    The story is of mentally slow man, whose life is recapped to his grand-daughter. How he meets his wife (who was a widow), earns his living and fights the injustice he and his wife face.",160,https://upload.wikimedia.org/wikipedia/en/5/53/Swathi_Muthyam.jpg
411,Life Is Beautiful,2012,U,"Drama, Romance            ","    It is a coming of age story of six youngsters, set in the beautiful nostalgic world of a working-middle class neighborhood. The film tracks their journey through the different seasons, ...                See full summaryÂ Â»",167,https://upload.wikimedia.org/wikipedia/en/c/c0/Life_Is_Beautiful_Telugu.jpg
412,Yuvaraju,2000,,Romance            ,"    A love traingle.Srinivas(Mahesh Babu) and Srivalli(SakshiSivanand) are college mates who fall in love and decide to get married.Twist in tale occurs when SriLatha(Simran),Childhood friend ...                See full summaryÂ Â»",165,https://upload.wikimedia.org/wikipedia/en/3/31/Yuvaraju.jpg
413,Chal Mohan Ranga,2018,U,Romance            ,"    Mohan Ranga falls in love with Megha Subramanyam, an NRI residing in the United States. Before she can reciprocate his love, circumstances make them fall apart. But destiny has other plans.",148,https://upload.wikimedia.org/wikipedia/en/9/97/Chal_Mohan_Ranga_-_Movie_Poster.jpg
414,Vamsee,2000,,Action            ,    Vamsee(Mahesh babu) a fashion designer who got fell in love with Shilpaa(Namratha) a fashion college student when they went for a fashion contest in Australia.After the contest they came ...                See full summaryÂ Â»,145,https://upload.wikimedia.org/wikipedia/en/d/dd/Vamsi_%28film%29.jpg
415,Endukante... Premanta,2012,U,"Comedy, Fantasy, Romance            ","    Unfortunate lovers of past meet in this life. But the meeting encounters escape from Paris, from terrorists and struggle to bring back the love to life. What ensues is a series of comedy ...                See full summaryÂ Â»",154,https://upload.wikimedia.org/wikipedia/en/2/29/Endukante_Premanta_poster.jpg
